identity,species,leakage_aware_split,image_count
DogFaceNet_1425,dog,train,5
DogFaceNet_143,dog,train,30
DogFaceNet_144,dog,train,5
DogFaceNet_145,dog,test,7
DogFaceNet_146,dog,validation,4
DogFaceNet_147,dog,train,13
DogFaceNet_148,dog,train,6
DogFaceNet_149,dog,train,9
DogFaceNet_15,dog,train,5
DogFaceNet_150,dog,test,7
DogFaceNet_151,dog,train,14
DogFaceNet_152,dog,train,10
DogFaceNet_153,dog,train,10
DogFaceNet_154,dog,test,13
DogFaceNet_155,dog,train,5
DogFaceNet_156,dog,train,16
DogFaceNet_157,dog,train,10
DogFaceNet_158,dog,train,9
DogFaceNet_159,dog,test,18
DogFaceNet_16,dog,validation,2
DogFaceNet_160,dog,train,5
DogFaceNet_161,dog,train,5
DogFaceNet_162,dog,train,7
DogFaceNet_163,dog,train,3
DogFaceNet_164,dog,train,4
DogFaceNet_165,dog,train,3
DogFaceNet_166,dog,train,19
DogFaceNet_167,dog,train,11
DogFaceNet_168,dog,train,7
DogFaceNet_169,dog,test,5
DogFaceNet_17,dog,train,5
DogFaceNet_170,dog,train,7
DogFaceNet_171,dog,train,2
DogFaceNet_172,dog,train,4
DogFaceNet_173,dog,train,6
DogFaceNet_174,dog,validation,10
DogFaceNet_175,dog,test,6
DogFaceNet_176,dog,train,2
DogFaceNet_177,dog,train,19
DogFaceNet_178,dog,train,8
DogFaceNet_179,dog,train,11
DogFaceNet_18,dog,validation,6
DogFaceNet_180,dog,train,12
DogFaceNet_181,dog,train,4
DogFaceNet_182,dog,train,4
DogFaceNet_183,dog,train,4
DogFaceNet_184,dog,train,7
DogFaceNet_185,dog,train,13
DogFaceNet_186,dog,test,23
DogFaceNet_187,dog,train,10
DogFaceNet_188,dog,train,19
DogFaceNet_189,dog,train,12
DogFaceNet_19,dog,train,9
DogFaceNet_190,dog,train,11
DogFaceNet_191,dog,train,19
DogFaceNet_192,dog,train,39
DogFaceNet_193,dog,train,2
DogFaceNet_194,dog,test,16
DogFaceNet_195,dog,train,14
DogFaceNet_196,dog,train,9
DogFaceNet_197,dog,train,7
DogFaceNet_198,dog,test,8
DogFaceNet_199,dog,train,19
DogFaceNet_2,dog,train,5
DogFaceNet_20,dog,validation,6
DogFaceNet_200,dog,test,22
DogFaceNet_201,dog,test,6
DogFaceNet_202,dog,train,23
DogFaceNet_203,dog,train,23
DogFaceNet_204,dog,validation,8
DogFaceNet_205,dog,train,4
DogFaceNet_206,dog,train,4
DogFaceNet_207,dog,train,5
DogFaceNet_208,dog,train,18
DogFaceNet_209,dog,train,2
DogFaceNet_21,dog,validation,5
DogFaceNet_210,dog,train,9
DogFaceNet_211,dog,train,12
DogFaceNet_212,dog,train,10
DogFaceNet_213,dog,test,11
DogFaceNet_214,dog,train,9
DogFaceNet_215,dog,train,7
DogFaceNet_216,dog,train,4
DogFaceNet_217,dog,train,7
DogFaceNet_218,dog,train,11
DogFaceNet_219,dog,validation,6
DogFaceNet_22,dog,train,6
DogFaceNet_220,dog,train,9
DogFaceNet_221,dog,train,3
DogFaceNet_222,dog,train,10
DogFaceNet_223,dog,train,10
DogFaceNet_224,dog,validation,7
DogFaceNet_225,dog,train,7
DogFaceNet_226,dog,train,8
DogFaceNet_227,dog,train,7
DogFaceNet_228,dog,train,4
DogFaceNet_229,dog,validation,11
DogFaceNet_23,dog,test,6
DogFaceNet_230,dog,test,5
DogFaceNet_231,dog,train,9
DogFaceNet_232,dog,validation,5
DogFaceNet_233,dog,test,5
DogFaceNet_234,dog,train,13
DogFaceNet_236,dog,test,12
DogFaceNet_237,dog,train,4
DogFaceNet_238,dog,train,4
DogFaceNet_239,dog,train,15
DogFaceNet_24,dog,validation,6
DogFaceNet_240,dog,validation,9
DogFaceNet_241,dog,train,16
DogFaceNet_242,dog,train,7
DogFaceNet_243,dog,validation,6
DogFaceNet_244,dog,train,6
DogFaceNet_245,dog,train,4
DogFaceNet_246,dog,test,12
DogFaceNet_247,dog,train,7
DogFaceNet_248,dog,train,5
DogFaceNet_249,dog,train,4
DogFaceNet_25,dog,train,4
DogFaceNet_250,dog,test,6
DogFaceNet_251,dog,train,15
DogFaceNet_252,dog,train,8
DogFaceNet_253,dog,test,3
DogFaceNet_254,dog,train,5
DogFaceNet_255,dog,train,5
DogFaceNet_256,dog,validation,6
DogFaceNet_257,dog,validation,5
DogFaceNet_258,dog,validation,4
DogFaceNet_259,dog,train,5
DogFaceNet_26,dog,train,5
DogFaceNet_260,dog,train,14
DogFaceNet_261,dog,validation,6
DogFaceNet_262,dog,test,7
DogFaceNet_263,dog,train,4
DogFaceNet_264,dog,train,6
DogFaceNet_265,dog,train,5
DogFaceNet_266,dog,train,4
DogFaceNet_267,dog,test,8
DogFaceNet_268,dog,test,4
DogFaceNet_269,dog,train,7
DogFaceNet_27,dog,train,5
DogFaceNet_270,dog,train,6
DogFaceNet_271,dog,train,5
DogFaceNet_272,dog,train,15
DogFaceNet_273,dog,train,14
DogFaceNet_274,dog,train,10
DogFaceNet_275,dog,train,5
DogFaceNet_276,dog,train,10
DogFaceNet_277,dog,test,6
DogFaceNet_278,dog,validation,5
DogFaceNet_279,dog,train,4
DogFaceNet_28,dog,train,4
DogFaceNet_280,dog,train,9
DogFaceNet_281,dog,test,3
DogFaceNet_282,dog,train,8
DogFaceNet_283,dog,train,5
DogFaceNet_284,dog,train,5
DogFaceNet_285,dog,train,8
DogFaceNet_286,dog,train,8
DogFaceNet_287,dog,train,4
DogFaceNet_288,dog,test,4
DogFaceNet_289,dog,train,12
DogFaceNet_29,dog,train,3
DogFaceNet_290,dog,train,5
DogFaceNet_291,dog,train,24
DogFaceNet_292,dog,train,7
DogFaceNet_293,dog,validation,11
DogFaceNet_294,dog,train,5
DogFaceNet_295,dog,train,16
DogFaceNet_296,dog,validation,15
DogFaceNet_297,dog,validation,4
DogFaceNet_298,dog,train,4
DogFaceNet_299,dog,train,12
DogFaceNet_3,dog,train,4
DogFaceNet_30,dog,train,4
DogFaceNet_300,dog,validation,10
DogFaceNet_301,dog,train,5
DogFaceNet_302,dog,train,5
DogFaceNet_304,dog,train,10
DogFaceNet_305,dog,validation,3
DogFaceNet_306,dog,test,4
DogFaceNet_307,dog,train,5
DogFaceNet_308,dog,validation,3
DogFaceNet_309,dog,train,4
DogFaceNet_31,dog,train,4
DogFaceNet_310,dog,train,16
DogFaceNet_311,dog,test,9
DogFaceNet_312,dog,train,5
DogFaceNet_313,dog,validation,6
DogFaceNet_314,dog,train,2
DogFaceNet_315,dog,train,5
DogFaceNet_316,dog,train,17
DogFaceNet_317,dog,train,6
DogFaceNet_318,dog,train,5
DogFaceNet_319,dog,train,5
DogFaceNet_32,dog,train,5
DogFaceNet_320,dog,train,7
DogFaceNet_321,dog,train,10
DogFaceNet_322,dog,train,12
DogFaceNet_323,dog,train,6
DogFaceNet_324,dog,train,5
DogFaceNet_325,dog,train,10
DogFaceNet_326,dog,validation,8
DogFaceNet_327,dog,train,6
DogFaceNet_328,dog,train,7
DogFaceNet_329,dog,validation,9
DogFaceNet_33,dog,validation,5
DogFaceNet_330,dog,train,4
DogFaceNet_331,dog,validation,16
DogFaceNet_332,dog,train,3
DogFaceNet_333,dog,train,5
DogFaceNet_334,dog,train,4
DogFaceNet_335,dog,train,5
DogFaceNet_336,dog,train,5
DogFaceNet_337,dog,validation,16
DogFaceNet_338,dog,validation,3
DogFaceNet_339,dog,train,5
DogFaceNet_34,dog,train,6
DogFaceNet_340,dog,train,5
DogFaceNet_341,dog,test,5
DogFaceNet_342,dog,validation,5
DogFaceNet_343,dog,train,5
DogFaceNet_344,dog,train,13
DogFaceNet_345,dog,train,7
DogFaceNet_346,dog,train,4
DogFaceNet_347,dog,train,4
DogFaceNet_349,dog,test,9
DogFaceNet_35,dog,validation,2
DogFaceNet_350,dog,validation,4
DogFaceNet_351,dog,train,2
DogFaceNet_352,dog,train,9
DogFaceNet_353,dog,train,3
DogFaceNet_354,dog,train,7
DogFaceNet_355,dog,train,4
DogFaceNet_356,dog,validation,5
DogFaceNet_357,dog,test,6
DogFaceNet_358,dog,train,9
DogFaceNet_359,dog,train,9
DogFaceNet_36,dog,train,6
DogFaceNet_360,dog,train,7
DogFaceNet_361,dog,train,14
DogFaceNet_362,dog,train,5
DogFaceNet_363,dog,train,25
DogFaceNet_364,dog,test,11
DogFaceNet_365,dog,validation,5
DogFaceNet_366,dog,train,6
DogFaceNet_367,dog,train,7
DogFaceNet_368,dog,train,6
DogFaceNet_369,dog,train,7
DogFaceNet_37,dog,train,5
DogFaceNet_370,dog,train,6
DogFaceNet_371,dog,train,5
DogFaceNet_372,dog,test,27
DogFaceNet_373,dog,train,22
DogFaceNet_374,dog,test,15
DogFaceNet_375,dog,test,11
DogFaceNet_376,dog,train,5
DogFaceNet_377,dog,train,18
DogFaceNet_378,dog,train,4
DogFaceNet_379,dog,validation,6
DogFaceNet_38,dog,train,6
DogFaceNet_380,dog,train,6
DogFaceNet_381,dog,train,11
DogFaceNet_382,dog,train,5
DogFaceNet_383,dog,test,5
DogFaceNet_384,dog,train,7
DogFaceNet_385,dog,test,8
DogFaceNet_386,dog,train,9
DogFaceNet_387,dog,train,18
DogFaceNet_388,dog,test,16
DogFaceNet_389,dog,train,7
DogFaceNet_39,dog,validation,5
DogFaceNet_390,dog,train,6
DogFaceNet_391,dog,validation,6
DogFaceNet_392,dog,train,5
DogFaceNet_393,dog,test,6
DogFaceNet_394,dog,train,8
DogFaceNet_395,dog,test,7
DogFaceNet_396,dog,train,7
DogFaceNet_397,dog,test,21
DogFaceNet_398,dog,train,26
DogFaceNet_399,dog,train,6
DogFaceNet_4,dog,validation,5
DogFaceNet_40,dog,train,3
DogFaceNet_400,dog,validation,9
DogFaceNet_401,dog,train,6
DogFaceNet_402,dog,train,9
DogFaceNet_403,dog,train,5
DogFaceNet_404,dog,test,5
DogFaceNet_405,dog,train,9
DogFaceNet_406,dog,train,16
DogFaceNet_407,dog,train,15
DogFaceNet_408,dog,train,6
DogFaceNet_409,dog,validation,14
DogFaceNet_41,dog,train,6
DogFaceNet_410,dog,validation,8
DogFaceNet_411,dog,train,6
DogFaceNet_412,dog,train,6
DogFaceNet_413,dog,train,13
DogFaceNet_414,dog,train,8
DogFaceNet_415,dog,train,5
DogFaceNet_416,dog,train,5
DogFaceNet_417,dog,test,8
DogFaceNet_418,dog,train,6
DogFaceNet_419,dog,train,6
DogFaceNet_42,dog,test,5
DogFaceNet_420,dog,test,7
DogFaceNet_421,dog,train,5
DogFaceNet_422,dog,train,7
DogFaceNet_423,dog,train,6
DogFaceNet_424,dog,test,5
DogFaceNet_425,dog,test,8
DogFaceNet_426,dog,train,18
DogFaceNet_427,dog,train,10
DogFaceNet_428,dog,train,15
DogFaceNet_429,dog,train,7
DogFaceNet_43,dog,train,7
DogFaceNet_430,dog,train,10
DogFaceNet_431,dog,train,5
DogFaceNet_432,dog,train,14
DogFaceNet_433,dog,test,5
DogFaceNet_434,dog,train,3
DogFaceNet_435,dog,train,6
DogFaceNet_436,dog,test,7
DogFaceNet_437,dog,validation,6
DogFaceNet_438,dog,train,7
DogFaceNet_439,dog,validation,20
DogFaceNet_44,dog,validation,2
DogFaceNet_440,dog,validation,6
DogFaceNet_441,dog,train,8
DogFaceNet_442,dog,train,3
DogFaceNet_443,dog,train,8
DogFaceNet_444,dog,train,21
DogFaceNet_445,dog,train,11
DogFaceNet_446,dog,validation,3
DogFaceNet_447,dog,train,12
DogFaceNet_448,dog,test,23
DogFaceNet_449,dog,train,3
DogFaceNet_45,dog,train,4
DogFaceNet_450,dog,train,13
DogFaceNet_451,dog,validation,7
DogFaceNet_452,dog,train,21
DogFaceNet_453,dog,train,10
DogFaceNet_454,dog,train,3
DogFaceNet_455,dog,train,5
DogFaceNet_456,dog,train,3
DogFaceNet_457,dog,validation,5
DogFaceNet_458,dog,train,41
DogFaceNet_459,dog,train,13
DogFaceNet_46,dog,train,5
DogFaceNet_460,dog,train,13
DogFaceNet_461,dog,train,7
DogFaceNet_462,dog,train,8
DogFaceNet_463,dog,train,16
DogFaceNet_464,dog,validation,2
DogFaceNet_465,dog,train,5
DogFaceNet_466,dog,train,7
DogFaceNet_467,dog,train,4
DogFaceNet_468,dog,test,9
DogFaceNet_469,dog,train,6
DogFaceNet_47,dog,test,6
DogFaceNet_470,dog,train,10
DogFaceNet_471,dog,validation,7
DogFaceNet_472,dog,train,6
DogFaceNet_473,dog,test,7
DogFaceNet_474,dog,validation,5
DogFaceNet_475,dog,train,8
DogFaceNet_476,dog,train,5
DogFaceNet_477,dog,train,2
DogFaceNet_478,dog,train,13
DogFaceNet_479,dog,train,5
DogFaceNet_48,dog,train,4
DogFaceNet_480,dog,train,18
DogFaceNet_481,dog,train,14
DogFaceNet_482,dog,train,7
DogFaceNet_483,dog,test,12
DogFaceNet_484,dog,test,6
DogFaceNet_485,dog,train,9
DogFaceNet_486,dog,test,10
DogFaceNet_487,dog,train,3
DogFaceNet_488,dog,test,11
DogFaceNet_489,dog,train,7
DogFaceNet_49,dog,validation,5
DogFaceNet_490,dog,train,5
DogFaceNet_491,dog,validation,17
DogFaceNet_492,dog,train,11
DogFaceNet_493,dog,validation,7
DogFaceNet_494,dog,train,2
DogFaceNet_495,dog,train,10
DogFaceNet_496,dog,train,5
DogFaceNet_497,dog,test,5
DogFaceNet_498,dog,validation,6
DogFaceNet_499,dog,train,9
DogFaceNet_5,dog,train,6
DogFaceNet_50,dog,train,3
DogFaceNet_500,dog,test,7
DogFaceNet_501,dog,train,2
DogFaceNet_502,dog,test,5
DogFaceNet_503,dog,validation,6
DogFaceNet_504,dog,train,5
DogFaceNet_505,dog,validation,8
DogFaceNet_506,dog,validation,3
DogFaceNet_507,dog,validation,3
DogFaceNet_508,dog,train,5
DogFaceNet_509,dog,train,3
DogFaceNet_51,dog,train,5
DogFaceNet_510,dog,validation,5
DogFaceNet_511,dog,test,5
DogFaceNet_512,dog,validation,6
DogFaceNet_513,dog,train,7
DogFaceNet_514,dog,train,4
DogFaceNet_515,dog,train,3
DogFaceNet_516,dog,train,8
DogFaceNet_517,dog,train,6
DogFaceNet_518,dog,train,4
DogFaceNet_519,dog,train,7
DogFaceNet_52,dog,train,3
DogFaceNet_520,dog,train,8
DogFaceNet_521,dog,train,6
DogFaceNet_522,dog,train,6
DogFaceNet_523,dog,train,5
DogFaceNet_524,dog,test,8
DogFaceNet_525,dog,validation,5
DogFaceNet_526,dog,train,8
DogFaceNet_527,dog,train,5
DogFaceNet_528,dog,validation,7
DogFaceNet_529,dog,validation,6
DogFaceNet_53,dog,train,6
DogFaceNet_530,dog,test,9
DogFaceNet_531,dog,train,7
DogFaceNet_532,dog,train,5
DogFaceNet_533,dog,train,6
DogFaceNet_534,dog,train,9
DogFaceNet_535,dog,train,5
DogFaceNet_536,dog,train,5
DogFaceNet_537,dog,test,3
DogFaceNet_538,dog,train,8
DogFaceNet_539,dog,test,10
DogFaceNet_54,dog,train,5
DogFaceNet_540,dog,train,5
DogFaceNet_541,dog,test,4
DogFaceNet_542,dog,train,3
DogFaceNet_543,dog,test,3
DogFaceNet_544,dog,train,5
DogFaceNet_545,dog,train,5
DogFaceNet_546,dog,train,2
DogFaceNet_547,dog,train,4
DogFaceNet_548,dog,train,5
DogFaceNet_549,dog,train,6
DogFaceNet_55,dog,test,5
DogFaceNet_550,dog,train,7
DogFaceNet_551,dog,train,6
DogFaceNet_552,dog,train,5
DogFaceNet_553,dog,validation,5
DogFaceNet_554,dog,train,6
DogFaceNet_555,dog,train,5
DogFaceNet_556,dog,train,5
DogFaceNet_557,dog,train,6
DogFaceNet_558,dog,train,5
DogFaceNet_559,dog,train,6
DogFaceNet_56,dog,train,6
DogFaceNet_560,dog,validation,4
DogFaceNet_561,dog,validation,8
DogFaceNet_562,dog,train,6
DogFaceNet_563,dog,train,5
DogFaceNet_564,dog,test,5
DogFaceNet_565,dog,train,6
DogFaceNet_566,dog,train,6
DogFaceNet_567,dog,test,7
DogFaceNet_568,dog,train,4
DogFaceNet_569,dog,train,8
DogFaceNet_57,dog,train,3
DogFaceNet_570,dog,train,7
DogFaceNet_571,dog,train,3
DogFaceNet_572,dog,train,6
DogFaceNet_573,dog,train,7
DogFaceNet_574,dog,train,5
DogFaceNet_575,dog,train,8
DogFaceNet_576,dog,test,4
DogFaceNet_577,dog,train,3
DogFaceNet_578,dog,train,9
DogFaceNet_579,dog,train,7
DogFaceNet_58,dog,train,4
DogFaceNet_580,dog,test,5
DogFaceNet_581,dog,train,4
DogFaceNet_582,dog,train,9
DogFaceNet_583,dog,train,5
DogFaceNet_584,dog,validation,5
DogFaceNet_585,dog,train,5
DogFaceNet_586,dog,train,5
DogFaceNet_587,dog,validation,4
DogFaceNet_588,dog,train,6
DogFaceNet_589,dog,test,3
DogFaceNet_59,dog,train,5
DogFaceNet_590,dog,train,6
DogFaceNet_591,dog,train,7
DogFaceNet_592,dog,train,6
DogFaceNet_593,dog,test,7
DogFaceNet_594,dog,validation,3
DogFaceNet_595,dog,train,7
DogFaceNet_596,dog,train,3
DogFaceNet_597,dog,train,5
DogFaceNet_598,dog,test,5
DogFaceNet_599,dog,test,4
DogFaceNet_6,dog,train,4
DogFaceNet_60,dog,test,6
DogFaceNet_600,dog,validation,3
DogFaceNet_601,dog,train,5
DogFaceNet_602,dog,train,5
DogFaceNet_603,dog,train,3
DogFaceNet_604,dog,test,4
DogFaceNet_605,dog,test,5
DogFaceNet_606,dog,validation,6
DogFaceNet_607,dog,train,7
DogFaceNet_608,dog,test,3
DogFaceNet_609,dog,train,7
DogFaceNet_61,dog,train,4
DogFaceNet_610,dog,validation,6
DogFaceNet_611,dog,validation,5
DogFaceNet_612,dog,train,3
DogFaceNet_613,dog,train,3
DogFaceNet_614,dog,validation,3
DogFaceNet_615,dog,train,5
DogFaceNet_616,dog,validation,4
DogFaceNet_617,dog,train,5
DogFaceNet_618,dog,test,9
DogFaceNet_619,dog,train,9
DogFaceNet_62,dog,validation,5
DogFaceNet_620,dog,validation,4
DogFaceNet_621,dog,test,5
DogFaceNet_622,dog,train,5
DogFaceNet_623,dog,train,5
DogFaceNet_624,dog,train,5
DogFaceNet_625,dog,validation,4
DogFaceNet_626,dog,train,7
DogFaceNet_627,dog,train,4
DogFaceNet_628,dog,validation,5
DogFaceNet_629,dog,train,5
DogFaceNet_63,dog,test,5
DogFaceNet_630,dog,validation,5
DogFaceNet_631,dog,validation,5
DogFaceNet_632,dog,train,5
DogFaceNet_633,dog,train,7
DogFaceNet_634,dog,train,5
DogFaceNet_635,dog,train,6
DogFaceNet_636,dog,train,5
DogFaceNet_637,dog,validation,5
DogFaceNet_638,dog,train,6
DogFaceNet_639,dog,train,5
DogFaceNet_64,dog,train,6
DogFaceNet_640,dog,test,6
DogFaceNet_641,dog,train,6
DogFaceNet_642,dog,train,5
DogFaceNet_643,dog,train,4
DogFaceNet_644,dog,train,10
DogFaceNet_645,dog,train,4
DogFaceNet_646,dog,test,4
DogFaceNet_647,dog,train,5
DogFaceNet_648,dog,train,5
DogFaceNet_649,dog,train,3
DogFaceNet_65,dog,validation,7
DogFaceNet_650,dog,train,5
DogFaceNet_651,dog,train,4
DogFaceNet_652,dog,test,5
DogFaceNet_653,dog,test,5
DogFaceNet_654,dog,validation,5
DogFaceNet_655,dog,train,6
DogFaceNet_656,dog,train,6
DogFaceNet_657,dog,test,6
DogFaceNet_658,dog,test,5
DogFaceNet_659,dog,validation,5
DogFaceNet_66,dog,train,4
DogFaceNet_660,dog,test,5
DogFaceNet_661,dog,train,5
DogFaceNet_662,dog,train,10
DogFaceNet_663,dog,train,3
DogFaceNet_664,dog,test,7
DogFaceNet_665,dog,train,8
DogFaceNet_666,dog,train,6
DogFaceNet_667,dog,train,5
DogFaceNet_668,dog,test,5
DogFaceNet_669,dog,validation,5
DogFaceNet_67,dog,train,3
DogFaceNet_670,dog,train,6
DogFaceNet_671,dog,train,5
DogFaceNet_672,dog,train,6
DogFaceNet_673,dog,validation,7
DogFaceNet_674,dog,train,8
DogFaceNet_675,dog,test,4
DogFaceNet_676,dog,train,5
DogFaceNet_677,dog,test,4
DogFaceNet_678,dog,test,7
DogFaceNet_679,dog,test,5
DogFaceNet_68,dog,train,5
DogFaceNet_680,dog,train,5
DogFaceNet_681,dog,train,4
DogFaceNet_682,dog,train,5
DogFaceNet_683,dog,test,5
DogFaceNet_684,dog,train,3
DogFaceNet_685,dog,train,3
DogFaceNet_686,dog,train,4
DogFaceNet_687,dog,train,2
DogFaceNet_688,dog,validation,5
DogFaceNet_689,dog,train,5
DogFaceNet_69,dog,train,6
DogFaceNet_690,dog,train,5
DogFaceNet_691,dog,train,8
DogFaceNet_692,dog,validation,5
DogFaceNet_693,dog,train,6
DogFaceNet_694,dog,validation,5
DogFaceNet_695,dog,train,4
DogFaceNet_696,dog,test,6
DogFaceNet_697,dog,test,2
DogFaceNet_698,dog,test,6
DogFaceNet_699,dog,train,5
DogFaceNet_7,dog,train,4
DogFaceNet_70,dog,validation,5
DogFaceNet_700,dog,train,3
DogFaceNet_701,dog,train,4
DogFaceNet_702,dog,train,7
DogFaceNet_703,dog,validation,3
DogFaceNet_704,dog,train,6
DogFaceNet_705,dog,train,4
DogFaceNet_706,dog,validation,6
DogFaceNet_707,dog,train,6
DogFaceNet_708,dog,train,5
DogFaceNet_709,dog,train,2
DogFaceNet_71,dog,validation,5
DogFaceNet_710,dog,train,5
DogFaceNet_711,dog,train,3
DogFaceNet_712,dog,train,4
DogFaceNet_713,dog,train,5
DogFaceNet_714,dog,test,6
DogFaceNet_715,dog,test,7
DogFaceNet_716,dog,train,5
DogFaceNet_717,dog,train,6
DogFaceNet_718,dog,train,4
DogFaceNet_719,dog,train,5
DogFaceNet_72,dog,validation,4
DogFaceNet_720,dog,train,5
DogFaceNet_721,dog,train,6
DogFaceNet_722,dog,train,5
DogFaceNet_723,dog,validation,3
DogFaceNet_724,dog,train,5
DogFaceNet_725,dog,validation,5
DogFaceNet_726,dog,test,7
DogFaceNet_727,dog,train,5
DogFaceNet_728,dog,train,5
DogFaceNet_729,dog,test,2
DogFaceNet_73,dog,train,4
DogFaceNet_730,dog,train,4
DogFaceNet_731,dog,train,4
DogFaceNet_732,dog,validation,3
DogFaceNet_733,dog,validation,6
DogFaceNet_734,dog,test,5
DogFaceNet_735,dog,train,2
DogFaceNet_736,dog,test,5
DogFaceNet_737,dog,validation,5
DogFaceNet_738,dog,train,6
DogFaceNet_739,dog,train,6
DogFaceNet_74,dog,train,5
DogFaceNet_740,dog,train,6
DogFaceNet_741,dog,train,4
DogFaceNet_742,dog,train,3
DogFaceNet_743,dog,validation,4
DogFaceNet_744,dog,train,5
DogFaceNet_745,dog,train,3
DogFaceNet_746,dog,train,2
DogFaceNet_747,dog,train,3
DogFaceNet_748,dog,train,4
DogFaceNet_749,dog,train,4
DogFaceNet_75,dog,validation,3
DogFaceNet_750,dog,train,4
DogFaceNet_751,dog,train,4
DogFaceNet_752,dog,train,4
DogFaceNet_753,dog,train,3
DogFaceNet_754,dog,validation,4
DogFaceNet_755,dog,train,4
DogFaceNet_756,dog,train,7
DogFaceNet_757,dog,train,2
DogFaceNet_758,dog,train,5
DogFaceNet_759,dog,train,2
DogFaceNet_76,dog,train,5
DogFaceNet_760,dog,train,3
DogFaceNet_761,dog,train,3
DogFaceNet_762,dog,validation,6
DogFaceNet_763,dog,train,6
DogFaceNet_764,dog,train,6
DogFaceNet_765,dog,train,4
DogFaceNet_766,dog,train,5
DogFaceNet_767,dog,validation,3
DogFaceNet_768,dog,train,2
DogFaceNet_769,dog,train,3
DogFaceNet_77,dog,train,5
DogFaceNet_770,dog,train,3
DogFaceNet_771,dog,train,5
DogFaceNet_772,dog,train,6
DogFaceNet_773,dog,train,6
DogFaceNet_774,dog,train,6
DogFaceNet_775,dog,test,6
DogFaceNet_776,dog,train,6
DogFaceNet_777,dog,train,6
DogFaceNet_778,dog,train,3
DogFaceNet_779,dog,train,6
DogFaceNet_78,dog,train,6
DogFaceNet_780,dog,train,6
DogFaceNet_781,dog,validation,5
DogFaceNet_782,dog,train,4
DogFaceNet_783,dog,test,5
DogFaceNet_784,dog,train,5
DogFaceNet_785,dog,train,5
DogFaceNet_786,dog,validation,4
DogFaceNet_787,dog,train,8
DogFaceNet_788,dog,train,6
DogFaceNet_789,dog,train,4
DogFaceNet_79,dog,train,6
DogFaceNet_790,dog,train,4
DogFaceNet_791,dog,train,4
DogFaceNet_792,dog,train,4
DogFaceNet_793,dog,train,3
DogFaceNet_794,dog,validation,4
DogFaceNet_795,dog,train,5
DogFaceNet_796,dog,train,3
DogFaceNet_797,dog,train,5
DogFaceNet_798,dog,train,8
DogFaceNet_799,dog,validation,4
DogFaceNet_8,dog,test,6
DogFaceNet_80,dog,train,6
DogFaceNet_800,dog,train,5
DogFaceNet_801,dog,train,4
DogFaceNet_802,dog,train,5
DogFaceNet_803,dog,train,2
DogFaceNet_804,dog,train,4
DogFaceNet_805,dog,train,3
DogFaceNet_806,dog,train,2
DogFaceNet_807,dog,validation,3
DogFaceNet_808,dog,train,3
DogFaceNet_809,dog,train,7
DogFaceNet_81,dog,test,6
DogFaceNet_810,dog,train,4
DogFaceNet_811,dog,train,4
DogFaceNet_812,dog,train,3
DogFaceNet_813,dog,train,6
DogFaceNet_814,dog,train,6
DogFaceNet_815,dog,train,4
DogFaceNet_816,dog,train,4
DogFaceNet_817,dog,train,6
DogFaceNet_818,dog,train,5
DogFaceNet_819,dog,test,5
DogFaceNet_82,dog,train,4
DogFaceNet_820,dog,train,10
DogFaceNet_821,dog,train,6
DogFaceNet_824,dog,validation,5
DogFaceNet_825,dog,train,6
DogFaceNet_826,dog,train,4
DogFaceNet_827,dog,train,3
DogFaceNet_828,dog,train,4
DogFaceNet_829,dog,train,4
DogFaceNet_83,dog,train,5
DogFaceNet_830,dog,train,4
DogFaceNet_831,dog,test,4
DogFaceNet_832,dog,test,6
DogFaceNet_833,dog,test,4
DogFaceNet_834,dog,train,5
DogFaceNet_835,dog,validation,6
DogFaceNet_836,dog,train,4
DogFaceNet_837,dog,train,4
DogFaceNet_838,dog,train,4
DogFaceNet_839,dog,train,4
DogFaceNet_840,dog,train,6
DogFaceNet_841,dog,train,5
DogFaceNet_842,dog,train,3
DogFaceNet_843,dog,train,5
DogFaceNet_844,dog,test,2
DogFaceNet_845,dog,train,2
DogFaceNet_846,dog,train,5
DogFaceNet_847,dog,test,3
DogFaceNet_848,dog,test,4
DogFaceNet_849,dog,train,4
DogFaceNet_85,dog,train,18
DogFaceNet_850,dog,train,4
DogFaceNet_851,dog,train,3
DogFaceNet_852,dog,train,5
DogFaceNet_853,dog,train,4
DogFaceNet_854,dog,train,4
DogFaceNet_855,dog,train,4
DogFaceNet_856,dog,train,5
DogFaceNet_857,dog,train,5
DogFaceNet_858,dog,train,6
DogFaceNet_859,dog,train,3
DogFaceNet_86,dog,train,6
DogFaceNet_860,dog,train,4
DogFaceNet_861,dog,validation,6
DogFaceNet_862,dog,train,6
DogFaceNet_863,dog,train,5
DogFaceNet_864,dog,test,5
DogFaceNet_865,dog,train,6
DogFaceNet_866,dog,test,4
DogFaceNet_867,dog,train,6
DogFaceNet_868,dog,train,2
DogFaceNet_869,dog,validation,6
DogFaceNet_87,dog,train,3
DogFaceNet_870,dog,train,2
DogFaceNet_871,dog,train,3
DogFaceNet_872,dog,train,4
DogFaceNet_874,dog,train,5
DogFaceNet_875,dog,train,4
DogFaceNet_876,dog,train,3
DogFaceNet_877,dog,train,2
DogFaceNet_878,dog,train,6
DogFaceNet_879,dog,train,5
DogFaceNet_88,dog,test,5
DogFaceNet_880,dog,test,4
DogFaceNet_881,dog,test,6
DogFaceNet_882,dog,train,3
