identity,species,experiment_split,image_count
GiraffeZebraID_IBEIS_PZ_0370,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0370,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0371,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0372,zebra,train,10
GiraffeZebraID_IBEIS_PZ_0373,zebra,test,4
GiraffeZebraID_IBEIS_PZ_0374,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0375,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0375,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0375,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0376,zebra,test,7
GiraffeZebraID_IBEIS_PZ_0376,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0377,zebra,test,5
GiraffeZebraID_IBEIS_PZ_0377,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0377,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0378,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0378,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0379,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0379,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0379,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0380,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0380,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0381,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0382,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0382,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0383,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0384,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0384,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0385,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0386,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0386,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0387,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0388,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0388,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0389,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0389,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0390,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0391,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0392,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0393,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0394,zebra,test,17
GiraffeZebraID_IBEIS_PZ_0394,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0395,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0395,zebra,train,12
GiraffeZebraID_IBEIS_PZ_0396,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0397,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0397,zebra,validation,3
GiraffeZebraID_IBEIS_PZ_0398,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0398,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0399,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0399,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0400,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0401,zebra,test,5
GiraffeZebraID_IBEIS_PZ_0401,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0401,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0402,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0402,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0402,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0403,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0404,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0404,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0404,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0405,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0405,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0406,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0406,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0406,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0407,zebra,test,5
GiraffeZebraID_IBEIS_PZ_0407,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0408,zebra,test,15
GiraffeZebraID_IBEIS_PZ_0408,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0409,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0409,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0410,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0410,zebra,train,10
GiraffeZebraID_IBEIS_PZ_0410,zebra,validation,3
GiraffeZebraID_IBEIS_PZ_0411,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0411,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0412,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0412,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0413,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0413,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0414,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0414,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0415,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0415,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0416,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0417,zebra,test,4
GiraffeZebraID_IBEIS_PZ_0417,zebra,train,7
GiraffeZebraID_IBEIS_PZ_0417,zebra,validation,3
GiraffeZebraID_IBEIS_PZ_0418,zebra,test,7
GiraffeZebraID_IBEIS_PZ_0418,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0419,zebra,test,5
GiraffeZebraID_IBEIS_PZ_0419,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0420,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0420,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0421,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0422,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0423,zebra,test,20
GiraffeZebraID_IBEIS_PZ_0423,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0424,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0424,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0424,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0425,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0426,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0427,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0428,zebra,test,4
GiraffeZebraID_IBEIS_PZ_0428,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0429,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0430,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0431,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0432,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0433,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0433,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0434,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0435,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0436,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0436,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0437,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0438,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0439,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0439,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0440,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0441,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0442,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0442,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0443,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0443,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0443,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0444,zebra,test,11
GiraffeZebraID_IBEIS_PZ_0444,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0444,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0445,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0445,zebra,train,8
GiraffeZebraID_IBEIS_PZ_0445,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0446,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0447,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0448,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0448,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0448,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0449,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0449,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0450,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0451,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0451,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0452,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0453,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0453,zebra,train,8
GiraffeZebraID_IBEIS_PZ_0453,zebra,validation,3
GiraffeZebraID_IBEIS_PZ_0454,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0454,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0454,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0455,zebra,test,5
GiraffeZebraID_IBEIS_PZ_0456,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0456,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0457,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0457,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0458,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0458,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0459,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0460,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0460,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0461,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0461,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0462,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0463,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0464,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0465,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0465,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0466,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0467,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0467,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0467,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0468,zebra,test,12
GiraffeZebraID_IBEIS_PZ_0468,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0469,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0469,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0470,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0471,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0471,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0472,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0473,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0474,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0474,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0474,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0475,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0476,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0477,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0477,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0478,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0479,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0480,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0481,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0482,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0483,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0484,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0485,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0486,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0487,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0488,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0489,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0490,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0491,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0492,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0493,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0494,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0495,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0495,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0495,zebra,validation,4
GiraffeZebraID_IBEIS_PZ_0496,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0496,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0496,zebra,validation,4
GiraffeZebraID_IBEIS_PZ_0497,zebra,test,8
GiraffeZebraID_IBEIS_PZ_0497,zebra,train,7
GiraffeZebraID_IBEIS_PZ_0498,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0498,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0499,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0499,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0500,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0500,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0500,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0501,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0502,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0503,zebra,test,7
GiraffeZebraID_IBEIS_PZ_0503,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0504,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0504,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0505,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0506,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0507,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0507,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0507,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0508,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0508,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0508,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0509,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0509,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0510,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0510,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0510,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0511,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0511,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0512,zebra,test,5
GiraffeZebraID_IBEIS_PZ_0512,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0512,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0513,zebra,test,7
GiraffeZebraID_IBEIS_PZ_0513,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0514,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0515,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0515,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0515,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0516,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0516,zebra,train,7
GiraffeZebraID_IBEIS_PZ_0517,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0517,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0517,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0518,zebra,test,9
GiraffeZebraID_IBEIS_PZ_0518,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0518,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0519,zebra,test,14
GiraffeZebraID_IBEIS_PZ_0519,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0519,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0520,zebra,test,11
GiraffeZebraID_IBEIS_PZ_0520,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0521,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0521,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0522,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0522,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0523,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0523,zebra,train,7
GiraffeZebraID_IBEIS_PZ_0524,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0525,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0525,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0526,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0527,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0528,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0529,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0529,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0530,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0530,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0530,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0531,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0531,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0531,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0532,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0532,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0533,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0534,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0535,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0536,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0537,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0538,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0539,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0539,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0540,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0541,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0542,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0543,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0544,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0545,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0546,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0547,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0548,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0548,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0549,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0549,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0550,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0550,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0551,zebra,test,7
GiraffeZebraID_IBEIS_PZ_0551,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0551,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0552,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0553,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0554,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0554,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0555,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0556,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0557,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0558,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0559,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0560,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0560,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0561,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0562,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0562,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0562,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0563,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0564,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0565,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0565,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0566,zebra,test,10
GiraffeZebraID_IBEIS_PZ_0566,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0567,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0568,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0569,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0570,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0571,zebra,test,8
GiraffeZebraID_IBEIS_PZ_0571,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0572,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0573,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0574,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0575,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0576,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0577,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0578,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0579,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0580,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0581,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0582,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0582,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0583,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0584,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0585,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0586,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0587,zebra,test,9
GiraffeZebraID_IBEIS_PZ_0587,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0588,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0589,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0589,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0590,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0591,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0591,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0592,zebra,test,15
GiraffeZebraID_IBEIS_PZ_0592,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0593,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0594,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0595,zebra,test,9
GiraffeZebraID_IBEIS_PZ_0595,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0596,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0597,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0597,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0597,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0598,zebra,test,12
GiraffeZebraID_IBEIS_PZ_0598,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0599,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0600,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0600,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0601,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0602,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0603,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0603,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0604,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0605,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0606,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0606,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0607,zebra,test,5
GiraffeZebraID_IBEIS_PZ_0607,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0608,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0608,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0609,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0609,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0610,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0610,zebra,train,13
GiraffeZebraID_IBEIS_PZ_0611,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0612,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0613,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0614,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0615,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0616,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0617,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0617,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0618,zebra,test,7
GiraffeZebraID_IBEIS_PZ_0618,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0619,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0619,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0620,zebra,test,8
GiraffeZebraID_IBEIS_PZ_0620,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0621,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0622,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0623,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0623,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0623,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0624,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0624,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0625,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0626,zebra,test,9
GiraffeZebraID_IBEIS_PZ_0626,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0627,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0628,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0629,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0629,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0630,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0630,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0631,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0632,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0633,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0634,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0635,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0636,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0637,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0638,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0639,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0640,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0640,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0641,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0642,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0643,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0644,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0645,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0646,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0647,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0647,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0648,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0649,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0650,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0650,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0651,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0652,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0653,zebra,train,5
